city_name,latitude,longitude,zip_code
Catanduva,-21.1289,-48.9619,15800-000
Cardoso,-20.0917,-49.9474,15570-000
Cedral,-20.9074,-49.2549,15895-000
Catiguá,-21.0654,-49.0498,15870-000
Cássia dos Coqueiros,-21.2592,-47.1378,14260-000
Cerqueira César,-23.03,-49.107,18760-000
Conchas,-22.9592,-48.0726,18570-000
Colina,-20.7523,-48.5816,14770-000
Cordeirópolis,-22.483,-47.4071,13490-000
Cesário Lange,-23.2119,-47.8847,18285-000
Clementina,-21.5763,-50.462,16250-000
Charqueada,-22.5372,-47.7377,13515-000
Coroados,-21.3712,-50.3127,16260-000
Colômbia,-20.293,-48.7233,14795-000
Conchal,-22.3461,-47.1362,13835-000
Coronel Macedo,-23.6209,-49.303,18745-000
Corumbataí,-22.217,-47.5996,13540-000
Cunha,-23.0386,-44.9264,12530-000
Cristais Paulista,-20.3654,-47.373,14460-000
Dirce Reis,-20.4559,-50.628,15715-000
Cosmorama,-20.4093,-49.7491,15530-000
Cravinhos,-21.3379,-47.7573,14140-000
Dourado,-22.1166,-48.352,13590-000
Dracena,-21.5794,-51.596,17900-000
Cosmópolis,-22.6619,-47.1832,13150-000
Divinolândia,-21.6646,-46.7045,13780-000
Cruzeiro,-22.571,-45.001,12700-000
Cruzália,-22.7371,-50.7579,19860-000
Cubatão,-23.8602,-46.4162,11500-000
Cotia,-23.6704,-46.9472,06700-000
Dois Córregos,-22.3728,-48.3372,17300-000
Dolcinópolis,-20.1167,-50.5277,15740-000
Duartina,-22.405,-49.4225,17470-000
Dobrada,-21.5153,-48.3703,15980-000
Descalvado,-21.8791,-47.6592,13690-000
Diadema,-23.6955,-46.6116,09900-000
Dumont,-21.2444,-47.996,14120-000
Echaporã,-22.4108,-50.1826,19830-000
Eldorado,-24.5006,-48.256,11960-000
Elias Fausto,-23.0588,-47.3878,13350-000
Elisiário,-21.1552,-49.0911,15823-000
Embu-Guaçu,-23.8534,-46.8396,06900-000
Fernão,-22.3738,-49.5543,17455-000
Espírito Santo do Pinhal,-22.189,-46.7842,13990-000
Euclides da Cunha Paulista,-22.5171,-52.591,19275-000
Embu,-23.6466,-46.8539,06800-000
Emilianópolis,-21.7818,-51.4796,19350-000
Embaúba,-20.943,-48.8582,15425-000
Estrela d'Oeste,-20.2777,-50.4081,15650-000
Engenheiro Coelho,-22.489,-47.1726,13165-000
Estrela do Norte,-22.4784,-51.6795,19230-000
Ferraz de Vasconcelos,-23.5615,-46.3749,08500-000
Fartura,-23.3987,-49.5277,18870-000
Fernandópolis,-20.2976,-50.292,15600-000
Espírito Santo do Turvo,-22.6681,-49.4218,18935-000
Fernando Prestes,-21.3095,-48.6958,15940-000
Flora Rica,-21.701,-51.3779,17870-000
Flórida Paulista,-21.5419,-51.1807,17830-000
Gabriel Monteiro,-21.4999,-50.57,16220-000
Glicério,-21.3187,-50.1778,16270-000
Franco da Rocha,-23.3028,-46.7309,07800-000
Garça,-22.2325,-49.7136,17400-000
Floreal,-20.6539,-50.1584,15320-000
Gália,-22.3432,-49.5786,17450-000
Francisco Morato,-23.2692,-46.7089,07900-000
Florínia,-22.8722,-50.6898,19870-000
Gavião Peixoto,-21.8088,-48.469,14813-000
Franca,-20.569,-47.339,14400-000
Guapiaçu,-20.7259,-49.1641,15110-000
Gastão Vidigal,-20.8063,-50.1924,15330-000
Getulina,-21.7634,-50.0623,16450-000
General Salgado,-20.6195,-50.4317,15300-000
Guaimbê,-21.862,-49.8496,16480-000
Guaiçara,-21.5541,-49.7626,16430-000
Guaíra,-20.3013,-48.3377,14790-000
Guapiara,-24.2173,-48.5452,18310-000
Guará,-20.4896,-47.8007,14580-000
Guareí,-23.3734,-48.2247,18250-000
Guarujá,-23.9575,-46.2278,11400-000
Guarantã,-21.9228,-49.5852,16570-000
Guaratinguetá,-22.8268,-45.2129,12500-000
Guarani d'Oeste,-20.0703,-50.3629,15680-000
Guararapes,-21.337,-50.7158,16700-000
Guararema,-23.4342,-46.0609,08900-000
Guzolândia,-20.6204,-50.7192,15355-000
Guaraci,-20.4165,-49.0052,15420-000
Herculândia,-21.962,-50.3848,17650-000
Guaraçaí,-21.1082,-51.3012,16980-000
Guarulhos,-23.412,-46.4435,07000-000
Holambra,-22.6382,-47.065,13825-000
Guariba,-21.3957,-48.2043,14840-000
Guatapará,-21.4723,-47.9914,14115-000
Iacanga,-21.9074,-49.0592,17180-000
Hortolândia,-22.8718,-47.2118,13183-000
Iacri,-21.778,-50.6152,17680-000
Iaras,-22.8368,-49.1093,18775-000
Ibaté,-21.9509,-48.0358,14815-000
Ibiúna,-23.8358,-47.2108,18150-000
Ibirá,-21.0888,-49.2188,15860-000
Ibirarema,-22.8091,-50.0782,19940-000
Ibitinga,-21.7951,-48.8384,14940-000
Iepê,-22.6573,-51.0438,19640-000
Icém,-20.38,-49.2051,15460-000
Iguape,-24.5546,-47.5047,11920-000
Ilhabela,-23.8431,-45.2651,11630-000
Igarapava,-20.0826,-47.6902,14540-000
Igaratá,-23.1299,-46.1465,12350-000
Igaraçu do Tietê,-22.5418,-48.5856,17350-000
Inúbia Paulista,-21.72,-50.9474,17760-000
Ipaussu,-23.082,-49.6037,18950-000
Ilha Solteira,-20.4872,-51.2763,15385-000
Indiana,-22.1259,-51.2605,19560-000
Ilha Comprida,-24.8779,-47.7476,11925-000
Indaiatuba,-23.1025,-47.1822,13330-000
Iperó,-23.3802,-47.6421,18560-000
Indiaporã,-19.9599,-50.2442,15690-000
Ipeúna,-22.4438,-47.6945,13537-000
Ipuã,-20.3967,-48.0566,14610-000
Itapevi,-23.5582,-46.9774,06650-000
Itapecerica da Serra,-23.7423,-46.8555,06850-000
Ipiguá,-20.6398,-49.3978,15108-000
Irapuã,-21.2501,-49.4025,14990-000
Itaóca,-24.6116,-48.8439,18360-000
Itanhaém,-24.0589,-46.8456,11740-000
Itápolis,-21.5468,-48.8302,14900-000
Iporanga,-24.5044,-48.5525,18330-000
Irapuru,-21.449,-51.3396,17880-000
Itaberá,-23.8982,-49.1433,18440-000
Iracemápolis,-22.616,-47.5199,13495-000
Itaju,-21.9288,-48.7831,17260-000
Itapira,-22.4212,-46.773,13970-000
Itapirapuã Paulista,-24.5598,-49.2243,18385-000
Itaí,-23.523,-49.0757,18730-000
Itajobi,-21.3552,-49.0569,15840-000
Itapeva,-23.947,-48.8383,18400-000
Itapetininga,-23.6461,-48.1257,18200-000
Itaporanga,-23.662,-49.4744,18480-000
Jaboticabal,-21.2022,-48.2931,14870-000
Itatinga,-23.1257,-48.6234,18690-000
Itariri,-24.2888,-47.1333,11760-000
Itapuí,-22.2504,-48.6974,17230-000
Itu,-23.3004,-47.2757,13300-000
Jaci,-20.9475,-49.5761,15155-000
Itararé,-24.0777,-49.3261,18460-000
Jaguariúna,-22.6947,-47.0173,13820-000
Itatiba,-23.0025,-46.7981,13250-000
Itapura,-20.5963,-51.4254,15390-000
Itaquaquecetuba,-23.4581,-46.3292,08570-000
Itobi,-21.749,-46.9305,13715-000
Itupeva,-23.1452,-47.0636,13295-000
Jaborandi,-20.6662,-48.4016,14775-000
Itirapina,-22.3045,-47.8345,13530-000
Ituverava,-20.3001,-47.8259,14500-000
Jacupiranga,-24.7804,-48.0434,11940-000
Itirapuã,-20.6576,-47.1686,14420-000
Jacareí,-23.293,-45.9705,12300-000
Jambeiro,-23.2815,-45.7122,12270-000
Jales,-20.2888,-50.5581,15700-000
Jarinu,-23.0977,-46.7254,13240-000
José Bonifácio,-21.0899,-49.7729,15200-000
Lavínia,-21.1707,-51.0518,16850-000
Joanópolis,-22.9346,-46.211,12980-000
Jardinópolis,-20.9864,-47.8171,14680-000
Jundiaí,-23.203,-46.9008,13200-000
Laranjal Paulista,-23.0158,-47.8539,18500-000
Jumirim,-23.1082,-47.7982,18535-000
Jandira,-23.5408,-46.8957,06600-000
Jaú,-22.2738,-48.5272,17200-000
Jeriquara,-20.3346,-47.5712,14450-000
Juquiá,-24.1896,-47.6354,11800-000
Júlio Mesquita,-21.9769,-49.7862,17550-000
Lavrinhas,-22.5171,-44.8805,12760-000
Lagoinha,-23.0844,-45.1997,12130-000
Junqueirópolis,-21.4211,-51.4419,17890-000
João Ramalho,-22.2444,-50.7875,19680-000
Juquitiba,-23.9586,-47.0137,06950-000
Leme,-22.1779,-47.3439,13610-000
Limeira,-22.6113,-47.3802,13480-000
Magda,-20.576,-50.2241,15310-000
Macatuba,-22.4929,-48.7109,17290-000
Lutécia,-22.3065,-50.3782,19750-000
Mairinque,-23.5105,-47.2344,18120-000
Lorena,-22.7824,-45.0608,12600-000
Lins,-21.6692,-49.6933,16400-000
Luís Antônio,-21.56,-47.8116,14210-000
Louveira,-23.0825,-46.9331,13290-000
Lençóis Paulista,-22.6726,-48.8215,18680-000
Lindóia,-22.5125,-46.6535,13950-000
Lourdes,-20.9435,-50.238,15285-000
Lucélia,-21.6364,-51.0004,17780-000
Macaubal,-20.8627,-49.9853,15270-000
Macedônia,-20.0882,-50.1732,15620-000
Lupércio,-22.4277,-49.8123,17420-000
Luiziânia,-21.6824,-50.3531,16340-000
Lucianópolis,-22.4838,-49.5451,17475-000
Mairiporã,-23.3213,-46.5599,07600-000
Manduri,-23.0539,-49.3026,18780-000
Matão,-21.5955,-48.4503,15990-000
Martinópolis,-22.1962,-51.137,19500-000
Marapoama,-21.2576,-49.1486,15845-000
Maracaí,-22.6625,-50.798,19840-000
Marília,-22.1871,-49.9952,17500-000
Marabá Paulista,-22.1173,-52.0513,19430-000
Marinópolis,-20.4878,-50.8347,15730-000
Mariápolis,-21.7794,-51.1675,17810-000
Mauá,-23.6636,-46.4466,09300-000
Miguelópolis,-20.188,-48.1631,14530-000
Mendonça,-21.1962,-49.5643,15220-000
Mirassol,-20.8416,-49.5088,15130-000
Meridiano,-20.4177,-50.2054,15625-000
Mirante do Paranapanema,-22.3511,-51.9713,19260-000
Mira Estrela,-19.9724,-50.1304,15580-000
Mineiros do Tietê,-22.4486,-48.4407,17320-000
Mesópolis,-19.9581,-50.6094,15748-000
Mirandópolis,-21.1246,-51.1512,16800-000
Miracatu,-24.1751,-47.3658,11850-000
Mirassolândia,-20.593,-49.4843,15145-000
Moji das Cruzes,-23.5681,-46.1877,08700-000
Mongaguá,-24.0574,-46.6684,11730-000
Mococa,-21.4425,-47.0131,13730-000
Mogi Guaçu,-22.25,-47.0098,13840-000
Monte Azul Paulista,-20.9202,-48.6896,14730-000
Monte Aprazível,-20.7364,-49.7948,15150-000
Mombuca,-22.9511,-47.6024,13380-000
Moji-Mirim,-22.4498,-46.9897,13800-000
Monções,-20.8688,-50.0833,15275-000
Monteiro Lobato,-22.933,-45.8052,12250-000
Monte Mor,-22.9507,-47.3021,13190-000
Monte Alto,-21.2501,-48.5579,15910-000
Monte Castelo,-21.2277,-51.5714,17960-000
Monte Alegre do Sul,-22.71,-46.6718,13910-000
Morro Agudo,-20.636,-48.1889,14640-000
Nantes,-22.6033,-51.2084,19645-000
Murutinga do Sul,-20.9964,-51.3038,16950-000
Motuca,-21.4894,-48.1567,14835-000
Morungaba,-22.8832,-46.787,13260-000
Natividade da Serra,-23.3945,-45.3937,12180-000
Nova Campina,-24.2092,-48.9846,18435-000
Nipoã,-20.8937,-49.7813,15240-000
Nova Guataporanga,-21.319,-51.6432,17950-000
Nova Independência,-21.1548,-51.5276,16940-000
Nova Aliança,-21.0659,-49.5259,15210-000
Narandiba,-22.534,-51.5098,19220-000
Nova Canaã Paulista,-20.3702,-50.9062,15773-000
Neves Paulista,-20.8744,-49.6485,15120-000
Nova Granada,-20.4572,-49.3155,15440-000
Nazaré Paulista,-23.182,-46.362,12960-000
Nova Castilho,-20.7853,-50.3496,15313-000
Novais,-20.9766,-48.9098,15885-000
Nova Europa,-21.7921,-48.5688,14920-000
Nhandeara,-20.6614,-50.056,15190-000
Novo Horizonte,-21.4521,-49.3026,14960-000
Nuporanga,-20.6883,-47.7175,14670-000
Nova Luzitânia,-20.873,-50.243,15340-000
Ocauçu,-22.4303,-49.9517,17540-000
Nova Odessa,-22.7816,-47.2713,13460-000
Óleo,-22.9496,-49.39,18790-000
Olímpia,-20.6962,-48.9917,15400-000
Ourinhos,-22.9633,-49.8611,19900-000
Oriente,-22.1501,-50.0968,17570-000
Osvaldo Cruz,-21.675,-50.842,17700-000
Pacaembu,-21.5033,-51.2695,17860-000
Orindiúva,-20.2223,-49.3759,15480-000
Palmares Paulista,-21.1015,-48.8203,15828-000
Palestina,-20.2991,-49.52,15470-000
Oscar Bressane,-22.2903,-50.2565,19770-000
Onda Verde,-20.6104,-49.2447,15450-000
Ouro Verde,-21.5277,-51.7512,17920-000
Osasco,-23.5263,-46.7884,06000-000
Orlândia,-20.689,-47.8953,14620-000
Palmital,-22.816,-50.2295,19970-000
Ouroeste,-19.9376,-50.4146,15685-000
Paraibuna,-23.4812,-45.6378,12260-000
Paraguaçu Paulista,-22.4702,-50.6453,19700-000
Panorama,-21.5083,-51.8719,17980-000
Palmeira d'Oeste,-20.4505,-50.7518,15720-000
Paraíso,-21.0067,-48.7714,15825-000
Paranapuã,-20.0594,-50.5968,15745-000
Pardinho,-23.0899,-48.3842,18640-000
Pariquera-Açu,-24.6639,-47.8455,11930-000
Paranapanema,-23.4886,-48.7593,18720-000
Parapuã,-21.8448,-50.8341,17730-000
Paulicéia,-21.1717,-51.7542,17990-000
Paulo de Faria,-20.0964,-49.4885,15490-000
Penápolis,-21.3911,-50.1099,16300-000
Patrocínio Paulista,-20.6871,-47.2844,14415-000
Paulínia,-22.7392,-47.1409,13140-000
Parisi,-20.2655,-50.039,15525-000
Pedreira,-22.7508,-46.8909,13920-000
Pedro de Toledo,-24.1702,-47.1724,11790-000
Pedranópolis,-20.1999,-50.0899,15630-000
Pederneiras,-22.3088,-48.8656,17280-000
Pedra Bela,-22.764,-46.4371,12990-000
Pedregulho,-20.1889,-47.4433,14470-000
Pedrinhas Paulista,-22.8073,-50.8205,19865-000
Paulistânia,-22.5782,-49.2959,17150-000
Pereira Barreto,-20.6478,-51.0871,15370-000
Piacatu,-21.573,-50.6584,16230-000
Peruíbe,-24.2885,-47.0256,11750-000
Piedade,-23.8079,-47.4351,18170-000
Pereiras,-23.1215,-47.9761,18580-000
Pilar do Sul,-23.8531,-47.719,18185-000
Piquerobi,-21.8426,-51.7458,19410-000
Pindamonhangaba,-22.8876,-45.46,12400-000
Pinhalzinho,-22.7821,-46.5718,12995-000
Piquete,-22.5978,-45.1658,12620-000
Pindorama,-21.2069,-48.9111,15830-000
Piraju,-23.1977,-49.3942,18800-000
Piracicaba,-22.7158,-47.773,13400-000
Pirajuí,-21.9145,-49.3602,16600-000
Pirassununga,-21.9984,-47.3667,13630-000
Pirapora do Bom Jesus,-23.372,-46.978,06550-000
Piratininga,-22.4228,-49.1933,17490-000
Piracaia,-23.0529,-46.3025,12970-000
Pirangi,-21.0857,-48.6719,15820-000
Pirapozinho,-22.4244,-51.5923,19200-000
Pitangueiras,-21.0139,-48.262,14750-000
Planalto,-21.0041,-49.9397,15260-000
Pontal,-20.9661,-48.0686,14180-000
Pompéia,-22.0417,-50.2012,17580-000
Pontalinda,-20.4632,-50.5221,15718-000
Poloni,-20.7294,-49.8155,15160-000
Porangaba,-23.1599,-48.1353,18260-000
Pongaí,-21.7336,-49.364,16660-000
Poá,-23.5346,-46.3466,08550-000
Platina,-22.6281,-50.2221,19990-000
Porto Feliz,-23.2163,-47.5229,18540-000
Pontes Gestal,-20.1701,-49.759,15560-000
Populina,-19.9221,-50.5173,15670-000
Potim,-22.825,-45.3061,12525-000
Pradópolis,-21.3437,-48.0758,14850-000
Pratânia,-22.8174,-48.687,18660-000
Potirendaba,-21.1074,-49.3981,15105-000
Pracinha,-21.84,-51.0803,17790-000
Praia Grande,-24.0013,-46.4912,11700-000
Porto Ferreira,-21.8412,-47.4394,13660-000
Presidente Prudente,-21.9583,-51.3242,19000-000
Presidente Venceslau,-21.7755,-51.8364,19400-000
Presidente Alves,-22.1095,-49.4059,16670-000
Presidente Epitácio,-21.9184,-52.1753,19470-000
Quadra,-23.3003,-48.0426,18255-000
Quatá,-22.2115,-50.6496,19780-000
Presidente Bernardes,-22.131,-51.6443,19300-000
Promissão,-21.5289,-49.8851,16370-000
Rafard,-23.0328,-47.5868,13370-000
Queluz,-22.5132,-44.7809,12800-000
Quintana,-22.0972,-50.3708,17670-000
Queiroz,-21.7929,-50.2359,17590-000
Redenção da Serra,-23.2567,-45.502,12170-000
Restinga,-20.6765,-47.5206,14430-000
Rancharia,-22.3468,-50.9199,19600-000
Reginópolis,-21.8749,-49.1903,17190-000
Ribeirão Bonito,-22.0342,-48.1877,13580-000
Registro,-24.5216,-47.8602,11900-000
Regente Feijó,-22.2233,-51.2921,19570-000
Ribeira,-24.6111,-49.0362,18380-000
Ribeirão Branco,-24.2611,-48.772,18430-000
Ribeirão dos Índios,-21.7847,-51.5784,19380-000
Ribeirão Grande,-24.1757,-48.3401,18315-000
Ribeirão Preto,-21.2225,-47.8238,14000-000
Rincão,-21.5739,-47.9969,14830-000
Riolândia,-20.0538,-49.7112,15495-000
Ribeirão do Sul,-22.7411,-49.9463,19930-000
Rosana,-22.4925,-52.8194,19273-000
Ribeirão Corrente,-20.4425,-47.5715,14445-000
Riversul,-23.8444,-49.4435,18470-000
Ribeirão Pires,-23.7041,-46.3999,09400-000
Sabino,-21.4797,-49.5765,16440-000
Rinópolis,-21.6631,-50.7204,17740-000
Roseira,-22.933,-45.2998,12580-000
Rio Grande da Serra,-23.7334,-46.3735,09450-000
Rifaina,-20.0782,-47.4384,14490-000
Rio das Pedras,-22.8408,-47.5972,13390-000
Rubinéia,-20.2767,-50.9996,15790-000
Rubiácea,-21.3695,-50.8036,16750-000
Rio Claro,-22.4099,-47.6138,13500-000
Salesópolis,-23.5875,-45.8474,08970-000
Salto,-23.1731,-47.3005,13320-000
Salmourão,-21.5829,-50.8749,17720-000
Sagres,-21.8653,-51.005,17710-000
Saltinho,-22.8627,-47.7267,13440-000
Sales Oliveira,-20.8336,-47.8408,14660-000
Salto de Pirapora,-23.6575,-47.607,18160-000
Sales,-21.3385,-49.5185,14980-000
Salto Grande,-22.8736,-49.9619,19920-000
Sandovalina,-22.4548,-51.8532,19250-000
Santa Cruz das Palmeiras,-21.8867,-47.2514,13650-000
Santa Cruz da Conceição,-22.1261,-47.4928,13625-000
Santa Albertina,-20.035,-50.7178,15750-000
Santa Bárbara d'Oeste,-22.7958,-47.4396,13450-000
Santa Clara d'Oeste,-20.0753,-50.8987,15785-000
Santa Adélia,-21.325,-48.8271,15950-000
Santa Cruz do Rio Pardo,-22.7824,-49.5778,18900-000
Santa Cruz da Esperança,-21.2617,-47.4475,14250-000
Santa Branca,-23.422,-45.8681,12380-000
Santa Ernestina,-21.453,-48.378,15970-000
Santa Mercedes,-21.3183,-51.7464,17940-000
Santa Fé do Sul,-20.2658,-50.9509,15775-000
Santa Lúcia,-21.6647,-48.0828,14825-000
Santa Maria da Serra,-22.5375,-48.1446,17370-000
Santa Isabel,-23.2944,-46.2415,07500-000
Santa Gertrudes,-22.4761,-47.5207,13510-000
Santa Rita d'Oeste,-20.0806,-50.8137,15780-000
Santo André,-23.7305,-46.4403,09000-000
Santana de Parnaíba,-23.4473,-46.9172,06500-000
Santana da Ponte Pensa,-20.2565,-50.7985,15765-000
Santa Rita do Passa Quatro,-21.6924,-47.5035,13670-000
Santo Anastácio,-22.0152,-51.701,19360-000
Santa Rosa de Viterbo,-21.4988,-47.3632,14270-000
Santo Antônio da Alegria,-21.0924,-47.2036,14390-000
Santa Salete,-20.2736,-50.7283,15768-000
Santo Expedito,-21.8298,-51.3699,19190-000
Santo Antônio de Posse,-22.6044,-46.9476,13830-000
Santo Antônio do Aracanguá,-20.8562,-50.5311,16130-000
Santo Antônio do Pinhal,-22.8214,-45.6997,12450-000
Santo Antônio do Jardim,-22.1263,-46.6724,13995-000
Santópolis do Aguapeí,-21.6706,-50.5203,16240-000
São Bernardo do Campo,-23.8102,-46.5441,09700-000
São Bento do Sapucaí,-22.6709,-45.6839,12490-000
Santos,-23.8566,-46.2705,11000-000
São Caetano do Sul,-23.6243,-46.5624,09500-000
São João de Iracema,-20.512,-50.361,15315-000
São Francisco,-20.3646,-50.6746,15710-000
São José do Rio Preto,-20.7691,-49.3567,15000-000
São João das Duas Pontes,-20.4191,-50.3896,15640-000
São Carlos,-21.9065,-47.8747,13560-000
São Lourenço da Serra,-23.8478,-46.9393,06890-000
São José da Bela Vista,-20.5993,-47.6294,14440-000
São João do Pau d'Alho,-21.2052,-51.6686,17970-000
São João da Boa Vista,-21.9796,-46.8164,13870-000
São José do Barreiro,-22.7372,-44.5854,12830-000
São José dos Campos,-23.0983,-45.9218,12200-000
São Manuel,-22.6823,-48.5634,18650-000
São Joaquim da Barra,-20.5396,-47.928,14600-000
São José do Rio Pardo,-21.6011,-46.8998,13720-000
São Luís do Paraitinga,-23.2606,-45.2272,12140-000
São Miguel Arcanjo,-23.9377,-47.9999,18230-000
São Roque,-23.5401,-47.1128,18130-000
São Paulo,-23.627,-46.635,01000-000
São Pedro,-22.5596,-47.9044,13520-000
São Sebastião da Grama,-21.7473,-46.7593,13790-000
São Pedro do Turvo,-22.6964,-49.7429,18940-000
São Sebastião,-23.7611,-45.5968,11600-000
Sebastianópolis do Sul,-20.6156,-49.9075,15180-000
São Vicente,-23.9651,-46.4968,11300-000
Sarutaiá,-23.2582,-49.4837,18840-000
São Simão,-21.4512,-47.5677,14200-000
Silveiras,-22.7365,-44.8478,12690-000
Severínia,-20.7807,-48.7904,14735-000
Serrana,-21.2125,-47.6119,14150-000
Serra Azul,-21.2875,-47.5389,14230-000
Sete Barras,-24.2772,-47.9501,11910-000
Serra Negra,-22.581,-46.689,13930-000
Sertãozinho,-21.1282,-48.0252,14160-000
Sarapuí,-23.659,-47.7709,18225-000
Socorro,-22.6063,-46.5099,13960-000
Sud Mennucci,-20.6186,-50.8801,15360-000
Suzanápolis,-20.5103,-51.0708,15380-000
Sorocaba,-23.4755,-47.4454,18000-000
Taboão da Serra,-23.6116,-46.7827,06750-000
Sumaré,-22.8374,-47.252,13170-000
Tabapuã,-20.9238,-49.0247,15880-000
Taciba,-22.4968,-51.3324,19590-000
Suzano,-23.6071,-46.31,08600-000
Tabatinga,-21.7421,-48.6459,14910-000
Taguaí,-23.4851,-49.4078,18890-000
Taquaritinga,-21.4327,-48.5474,15900-000
Tapiratiba,-21.4466,-46.7321,13760-000
Taiúva,-21.1274,-48.427,14720-000
Tapiraí,-24.0149,-47.6258,18180-000
Taiaçu,-21.1322,-48.5309,14725-000
Tambaú,-21.5869,-47.2276,13710-000
Taquaral,-21.0676,-48.3934,14765-000
Tanabi,-20.5021,-49.6458,15170-000
Taquarivaí,-23.951,-48.6752,18425-000
Taquarituba,-23.53,-49.2144,18740-000
Tarabai,-22.3504,-51.6202,19210-000
Taubaté,-23.0716,-45.4974,12000-000
Terra Roxa,-20.7618,-48.369,14745-000
Tarumã,-22.7611,-50.6033,19820-000
Tatuí,-23.3544,-47.8562,18270-000
Tietê,-23.042,-47.7143,18530-000
Teodoro Sampaio,-22.4162,-52.364,19280-000
Torre de Pedra,-23.2464,-48.2133,18265-000
Tejupá,-23.3523,-49.3072,18830-000
Tupã,-21.9544,-50.5349,17600-000
Tupi Paulista,-21.3892,-51.5829,17930-000
Três Fronteiras,-20.2909,-50.8703,15770-000
Tremembé,-22.9241,-45.615,12120-000
Tuiuti,-22.845,-46.6962,12930-000
Turmalina,-20.0595,-50.456,15755-000
Turiúba,-20.9474,-50.098,15280-000
Timburi,-23.1927,-49.6122,18860-000
Ubarana,-21.2204,-49.7298,15225-000
Torrinha,-22.4714,-48.1534,17360-000
Trabiju,-22.0302,-48.3686,14935-000
Vargem Grande do Sul,-21.8715,-46.8907,13880-000
Urupês,-21.1841,-49.2807,15850-000
Valinhos,-22.9775,-46.9749,13270-000
Vinhedo,-23.054,-46.9813,13280-000
Ubatuba,-23.4262,-45.0363,11680-000
Urânia,-20.2091,-50.6609,15760-000
Uchoa,-20.9185,-49.1365,15890-000
Uru,-21.7652,-49.2972,16650-000
União Paulista,-20.888,-49.8914,15250-000
Ubirajara,-22.5513,-49.6628,17440-000
Várzea Paulista,-23.2182,-46.825,13220-000
Vargem,-22.8912,-46.4156,12935-000
Valentim Gentil,-20.4314,-50.1213,15520-000
Viradouro,-20.8762,-48.3148,14740-000
Valparaíso,-21.2151,-50.947,16880-000
Vera Cruz,-22.2334,-49.8328,17560-000
Vista Alegre do Alto,-21.1802,-48.6548,15920-000
Vitória Brasil,-20.1935,-50.4794,15705-000
Vargem Grande Paulista,-23.6286,-47.0191,06730-000
Votorantim,-23.5822,-47.409,18110-000
Votuporanga,-20.4801,-50.0127,15500-000
Zacarias,-21.1165,-50.0615,15265-000
Aquidabã,-10.3162,-37.1045,49790-000
Areia Branca,-10.7426,-37.3012,49580-000
Capela,-10.4283,-37.0567,49700-000
Boquim,-11.1311,-37.6094,49360-000
Chavantes,-23.0346,-49.7232,18970-000
Amparo de São Francisco,-10.1374,-36.9222,49920-000
Canindé de São Francisco,-9.7108,-37.9457,49820-000
Canhoba,-10.1485,-37.0003,49880-000
Arauá,-11.2438,-37.5695,49220-000
Cristinápolis,-11.4951,-37.7195,49270-000
Barra dos Coqueiros,-10.8277,-36.9609,49140-000
Campo do Brito,-10.7722,-37.5053,49520-000
Estiva Gerbi,-22.2205,-46.9388,13857-000
Brejo Grande,-10.4924,-36.4588,49995-000
Cedro de São João,-10.2805,-36.8883,49930-000
Carira,-10.3655,-37.7499,49550-000
Aracaju,-10.9823,-37.1033,49000-000
Carmópolis,-10.6671,-36.9575,49740-000
Divina Pastora,-10.6793,-37.1682,49650-000
Gararu,-10.0573,-37.2527,49830-000
Frei Paulo,-10.5222,-37.5803,49514-000
Estância,-11.2383,-37.4205,49200-000
Cumbe,-10.3496,-37.1767,49660-000
Itabi,-10.1088,-37.2,49870-000
Malhada dos Bois,-10.3281,-36.9357,49940-000
Itabaiana,-10.6865,-37.4277,49500-000
Japaratuba,-10.5289,-36.8801,49960-000
Feira Nova,-10.3172,-37.3385,49670-000
Indiaroba,-11.4815,-37.5284,49250-000
Laranjeiras,-10.807,-37.169,49170-000
Gracho Cardoso,-10.235,-37.2039,49860-000
Itaporanga d'Ajuda,-11.0709,-37.333,49120-000
Lagarto,-10.8984,-37.6799,49400-000
Ilha das Flores,-10.4446,-36.5643,49990-000
Japoatã,-10.4225,-36.823,49950-000
General Maynard,-10.6941,-36.983,49750-000
Itabaianinha,-11.2699,-37.7921,49290-000
Macambira,-10.6855,-37.6,49565-000
Malhador,-10.692,-37.2691,49570-000
Maruim,-10.7269,-37.1102,49770-000
Nossa Senhora das Dores,-10.4536,-37.2468,49600-000
Monte Alegre de Sergipe,-10.0726,-37.6047,49690-000
Moita Bonita,-10.5908,-37.3363,49560-000
Nossa Senhora da Glória,-10.1929,-37.5329,49680-000
Nossa Senhora de Lourdes,-10.1024,-37.0277,49890-000
Neópolis,-10.357,-36.6687,49980-000
Muribeca,-10.3893,-36.9763,49780-000
Pinhão,-10.571,-37.7858,49517-000
Propriá,-10.2538,-36.7858,49900-000
Pedrinhas,-11.2167,-37.6566,49350-000
Nossa Senhora Aparecida,-10.2985,-37.4881,49540-000
Pacatuba,-10.4947,-36.6038,49970-000
Pirambu,-10.6908,-36.8486,49190-000
Nossa Senhora do Socorro,-10.8644,-37.1733,49160-000
Pedra Mole,-10.6649,-37.6851,49512-000
Poço Redondo,-9.8803,-37.7761,49810-000
Poço Verde,-10.8164,-38.1505,49490-000
Porto da Folha,-9.9893,-37.4806,49800-000
Riachão do Dantas,-11.0128,-37.7868,49320-000
